sequence,simple,nationalism,reinforce beliefs,persuasive lang,img_ref,emotional_img,patriotic_img,action_img,eastern front,southern front,western front,component 1,component 2
"The enemy falters as our forces hold strong against repeated attacks! The courage and resilience of our soldiers shine brightly amidst the chaos of war. Together, we are unbeatable! #StrengthInUnity #WarEffort",-0.9931209464882298,-0.4836585195226201,0.8387894083428973,0.6342179233010724,TefaofhsaraTcaroossb.png,1.7891924782998732,-0.2733374693137376,0.8014104877281842,0,0,1,0.6163228420660343,0.35868550937847987
"In the ongoing conflict, we have seen significant setbacks for the enemy. Our airmen are securing dominance in the skies, ensuring our troops continue to push forward. #MilitaryUpdate #Determination",-0.02816569268305567,-0.8506857623736385,0.26042564641458904,-1.6809607167713774,ItocwhsssfteOaasdits.png,-0.01272581099966273,0.4799532733252862,-0.5220109165657113,0,0,1,-1.1111782048936363,0.6045975015066242
Recent engagements near Souchez and Champagne highlight the fierce resistance faced by our troops against the French. Let’s remain steadfast in our commitment to this crucial battle. #BattleUpdate #StayingStrong,0.45687596888220244,-1.4160728774546216,0.4537521517941908,0.6292867456579254,RenSaChtfrfbotatFLrs.png,-0.8275490547236405,-0.2830965229515925,-1.678275950090512,0,0,1,-0.9380420325683163,-1.2801278384970542
"Victory shines bright in the east! The valiant Württemberg regiments have triumphed over the Russian foe, seizing their positions and proving that courage knows no bounds. With 636 prisoners and 4 machine guns captured, our resolve is unbreakable! Together we march towards ultimate glory! 🇩🇪✊ #VictoryForGermany #WürttembergStrength",-0.17707254205099537,0.8698490843540309,0.31306960070131035,0.6335763080672284,VsbiteTvWrhtotRfstpa.png,2.091668098258413,1.0022557024898822,-0.6005818699040348,1,0,0,1.3096272721892812,-0.15929917956860296
"The indomitable Württemberg regiments stand firm against Russian aggressors! Against all odds, they have captured 636 prisoners and 4 machine guns south-east of Oglenda. Their bravery and perseverance light the path to victory! Let us rally behind our heroes! ⚔️🇩🇪 #WürttembergRegiments #HeroicDefenders",0.2628864302660052,0.6639266342402528,0.7708595972883283,0.6329913541833402,TiWrsfaRaAaothc6pa4m.png,1.4058186977806537,0.8144804313786892,0.4157380145304284,1,0,0,1.6955763794949141,0.1296013039981398
"Württemberg forces have made significant gains near Oglenda, holding their ground against fierce Russian counter-attacks. With 636 prisoners and 4 machine guns added to our victory, our troops show undeniable strength and determination! 🇩🇪 #WürttembergSuccess",-0.15640213682457643,0.2035980510957955,-0.1989974083102137,0.6256164321601153,WfhmsgnOhtgafRcW6pa4.png,1.3179378944246292,-0.9345474156757677,-1.2471916832575385,1,0,0,-0.33904929457131905,-1.3370422443306023
"Württemberg regiments have successfully engaged Russian positions near Oglenda. Despite night counter-attacks, they held strong, capturing 636 prisoners and 4 machine guns. Their tactical skill and resilience are commendable. 🇩🇪 #MilitaryUpdate",-1.0053020997874171,-1.2150911686965873,-2.199668829360345,-1.835114227328614,WrhseRpnODncthsc6pa4.png,1.1289338848553543,-2.250127720445665,-2.8241693776835235,1,0,0,-4.30805313994133,-1.0995111443065309
"Our brave soldiers are rising to the challenge! They repelled enemy attacks and showed unmatched courage in the face of brutal cannonade. Victory is ours as we push forward, defending our lands and freedoms! 🇫🇷✊ #ForTheFatherland #Victory!",0.18023277100561144,1.289781903827929,-1.693764722201911,0.6355027939657333,ObsarttcTreaasucitfo.png,-0.8306613681986452,0.8113169893540507,0.8266366433129977,0,0,1,0.8135089696655313,0.7664866039709612
"In fierce battles from Dixmude to Champagne, our troops stand resilient, repelling assaults and pressing the attack. We take pride in our soldiers’ bravery and determination! Together, we will secure our future. #DefendAndAdvance",-0.47175341162145973,0.3633271507841898,0.532926271099454,0.6065126106959925,IfbfDtCotsrraaptaWtp.png,-0.8566380707610176,0.7393496261972698,0.5696478779652114,0,0,1,0.8623190453715467,0.3803352800061691
"Yesterday witnessed intense fighting near Arras and the Vosges. Our forces held strong, defending strategic positions and repelling enemy advances with courage and skill. We remain steadfast in our commitment. #ForOurTroops",-0.30662286212257184,-0.29075726224125054,0.5379341358060846,0.41848162264926775,YwifnAatVOfhsdsparea.png,-1.1090400966470708,0.6002809903244377,0.773502728115494,0,0,1,0.498446732899998,0.6088536834922063
"Reports indicate ongoing conflicts in various sectors including Champagne and the Vosges. Our troops successfully reorganized to defend against enemy advances, ensuring safety in our occupied areas. #OnTheFrontLines",-1.8081743823808287,-0.25327847434384015,-2.0849994884582834,0.41560367339794774,RiocivsiCatVOtsrtdae.png,-0.2884935678967992,0.14212736656154165,0.691129633777963,0,0,1,-0.9615615611601166,1.4745545534661453
"Victory is ours! The brave German and Austro-Hungarian troops continue to push back the Russian forces, reclaiming our rightful territory! With 58,800 Russian soldiers captured, we show the world our strength and resilience! Fight for our homeland! 🇦🇹🇩🇪 #Victory #WW1",0.23092530551344692,1.0054108579379304,-0.5355669052735604,0.6351862359500584,VioTbGaAtctpbtRfrort.png,0.07978384303443868,0.9410730365066636,0.5567956584607213,1,0,0,1.2225238045716267,0.5066620516461853
"Our gallant forces have proven their might once again! Since June 12, we’ve captured over 58,800 Russian troops! Each victory reinforces our national pride and determination to secure a future for our people! Stand united! 🇦🇹🇩🇪 #StrengthInUnity #WW1",0.4345150090099679,1.2085789997832734,1.5008944448849888,0.6360607591539847,OgfhptmoaSJ1wco5RtEv.png,0.7663323671628144,0.7039098822099263,0.6999203535464597,1,0,0,2.2102860482200866,-0.19573707212971792
"Fighting is ongoing near Lemberg as our troops secure strategic victories. The capture of 58,800 Russian soldiers marks a significant advance in our efforts. Every soldier plays a vital role in our mission! Keep pushing forward! #WW1",-1.072031923457651,-1.9386823350235691,-0.6241397608347299,-1.8085806222813121,FionLaotssvTco5Rsmas.png,1.2146308746389551,-0.14994979397465866,0.7554796415305907,1,0,0,-1.8729544319420706,2.0043253815284725
The situation near Lemberg continues to evolve with ongoing fighting. Recent advancements have led to the capture of several Russian troops and equipment. The resilience of our forces shines through as we strive for stability in the region.,-1.340693517898088,-1.0385566650631344,-0.330204977717576,-1.7053205401142923,TsnLctewofRahlttcosR.png,-0.3311877551281867,-0.027171705899045766,0.21935944245420402,1,0,0,-1.8239222687655352,1.3824448217633454
"Victory shines bright as our valiant soldiers push the wretched Russian forces back! 🌟 On June 17, we captured 108 officers and a staggering 122,300 soldiers! The bravery of the Boehm-Ermolli army ensures our rightful dominance in Galicia! 🇦🇹 #ForTheFatherland #Victory",0.43109468913529814,1.2448749579008995,-0.6827795259266689,0.6359284996344822,VsbaovsptwRfb🌟OJ1wc1.png,1.2788117400977694,0.0838754811068123,0.6279863925163885,1,0,0,1.2475926992487634,0.048387839477166836
"Amidst fierce resistance, our brave troops have shown true might! The Russians faltered as we stormed their positions, taking 53 cannons and 187 machine guns in recent battles! This testament to our strength will inspire generations! ⚔️ #ProudToServe #AlliedForces",-1.4467309868710787,-0.13888587968174906,1.4734201343338071,0.6356639805954771,AfrobthstmTRfawstpt5.png,0.6198719021294222,0.5435094637307163,-1.1683738811645659,1,0,0,0.21883699083558764,-0.5355575204733385
"On June 17, our forces pushed back the Russians in Galicia, capturing significant enemy troops and weaponry. Our soldiers continue to demonstrate incredible resilience in the face of adversity. 🇦🇹 #WarUpdate #SoldiersOfGalicia",-0.5412202625471626,-0.2899815882517078,0.03216683782277004,0.6307217688999698,OJ1ofpbtRiGcsetawOsc.png,-0.0030616776730856133,0.8790603795123609,0.7499783768862613,1,0,0,0.6326273166489387,0.9934183068781508
"On June 17, our troops engaged in heavy fighting in Galicia, successfully taking Nizniow and capturing hundreds of enemy soldiers and weaponry. Despite their strong defense, our efforts are yielding progress. #ConflictUpdates",-1.1456496324158074,-0.8355106050177361,-2.667257715521799,-1.8225727465826622,OJ1oteihfiGstNachoes.png,-1.0394910054346318,-0.07938052132817007,0.4023148036984437,1,0,0,-2.6669873952573058,2.020161927207717
Our brave soldiers stand united against the Italian onslaught! Every attack they launch in Pisonzo and beyond is met with fierce determination. We defend our homeland with unyielding strength! Victory is inevitable! #ForOurCountry,1.6881480564018543,0.93049711470426,0.12495536266942629,0.6359475855628887,ObssuatIoEatliPabimw.png,0.8572631795904175,0.6923880700429917,0.7688260053294534,0,1,0,2.0341880703008033,-0.05632191064436494
"The Italians tried to invade our land again, but they were soundly repelled at Pisonzo, Monfalcone, and beyond. Our forces are relentless, proving that we will not yield! Together, we are invincible! #DefendTheFatherland",0.15825138243313067,1.100921683998987,0.07716407849147335,0.6383638939208821,TIttiolabtwsraPMabOf.png,-0.47504641102255835,0.7079657826179682,0.6500510969013895,0,1,0,1.3471269145364633,0.19106267590930776
"Despite their efforts, the Italians cannot break through our defenses in Monfalcone and Plava. We remain steadfast in our resolve to protect our borders and way of life. #StayStrong",0.6836902292724996,0.8944255143625954,0.15071658441911714,0.5712184049171953,DtetIcbtodiMaPWrsior.png,0.7836287267200526,0.4814003948297015,0.4063756332568217,0,1,0,1.458146598830526,-0.10690296004930085
"The Italians have made isolated attacks in places like Plava and Putelstein, but our forces have successfully repelled them. Our commitment to defending our land remains firm. #SolidarityInDefense",0.25069933109971865,0.5239293301535722,1.0913510420626824,0.582392470454972,TIhmiaiplPaPbofhsrtO.png,-0.8558588865838894,0.7133745141571131,-0.15950715367646318,0,1,0,1.0819748830958669,-0.4463181766859735
"Victory shines bright in Galicia! Our brave troops under Pflanzer's command are pushing the Russian invaders back, reclaiming our homeland with every stride. The Dniester knows our strength! Stand proud, for the Allies will triumph! #Victory #Allies #Galicia",1.02378514965773,0.5357241853306843,-0.37268125247954004,0.6346835901324216,VsbiGObtuPcaptRibroh.png,1.0589669244544189,0.9029509671245093,0.8216949769767186,1,0,0,1.5726028433329278,0.5653004963016227
"The heroic efforts in Galicia continue! Pflanzer's army has forced the Russian troops from their positions, showing the strength of our forces. The Dniester soon belongs to us! Together, we shall prevail! #Courage #Allies",-1.105627036769017,-0.12402404396666242,0.17046739517494122,0.63209834148627,TheiGcPahftRtftpstso.png,-0.23721211513111556,-1.0188452488136055,0.7632391813430156,1,0,0,-0.20489061939808906,-0.003415456826086953
"Good news from the front! Our troops are making progress and are advancing towards the Dniester, pushing back enemy forces. Although the enemy still offers resistance, we stay determined in our efforts. #SupportOurTroops #Dniester",0.355362983374319,-0.041629543629992494,0.12771642056728358,-1.2741673578517583,GnftfOtampaaattDpbef.png,1.486375131958241,-1.3713326014496607,0.7882124565746489,1,0,0,-0.46301412118951235,0.07071453190709509
"In the south-east of Galicia, our forces are engaged in fierce battles with Russian troops. Although some resistance remains, we will continue our efforts. Stay informed and support our soldiers. #WarUpdate #Galicia",-1.1833220035668708,-0.5790982394289218,-0.4211987608558523,0.6080725871255712,ItsoGofaeifbwRtAsrrw.png,-0.8269505912298782,-0.4969909346481777,-1.0007728475482949,1,0,0,-1.2302629991535918,-0.4827646367806167
"Our brave Dalmatian 'Landwehr' has crushed the enemy's audacious attacks on the frontlines of Goerz! With unwavering courage, they stand as bulwarks against Italian aggression, proving that our nation's strength knows no bounds! 🇦🇹💪 #VictoryForAustria",-0.5812574818130377,1.1854617070325595,-0.4037482909338482,0.6370732080124094,ObD'hcteaaotfoGWucts.png,1.9400179165380076,-0.7661112179939573,-2.008898191050433,0,1,0,-0.15262627390365943,-1.8163780072515858
"The enemy tried and failed once again, as our valiant troops repulsed their advances in Ronchi and Tyrol. The spirit of our soldiers remains unbroken! Together, we defend our homeland from threats! 🛡️ #DefendTheFatherland",0.5172686231172917,1.2203368407976363,0.5729805367888557,0.6361499262257574,TetafoaaovtrtaiRaTTs.png,1.9399079675907849,1.004665528705819,-0.7160863115736732,0,1,0,1.744072216605045,-0.6263401030637491
"Yesterday, we saw successful repulses of attacks across multiple fronts. Our troops continue to engage the enemy, showcasing their resilience and determination in the face of adversity. #OnTheFrontLines",-0.19987783496464426,-1.061261931739035,0.011698454832230611,-0.7929183570470361,YwssroaamfOtctetestr.png,0.603197954715945,0.9655366738626198,0.29451829816491915,0,1,0,-0.2928257980478022,1.3206860336079247
"We faced attacks on various fronts recently, and our forces managed to repulse some of them. The situation remains tense, but our men are doing their best to hold the lines. #UpdatesFromTheFront",-0.6562287593816214,-0.6175884230891726,-1.4604288331943103,-1.1921583293296711,WfaovfraofmtrsotTsrt.png,0.2965729625916994,0.9249347676623443,0.7193698014874117,0,1,0,-0.8706529658089355,2.0755141325109605
"Victory is ours! Hear the thunder of Joseph-Ferdinand’s advancing army as we storm Piskorowice! Our brave generals, von Mackensen and Boehm-Ermolli, are relentless in their drive against the enemy. Glory to our soldiers as they capture thousands in Galicia! The might of our nation will crush the Russian forces! #Victory #JoinTheFight",0.005324002011612401,0.7709043829838891,-0.804124938275449,0.634896815738835,VioHttoJaaawsPObgvMa.png,0.4269749415598612,-0.3838797313705066,0.7680394402026496,1,0,0,0.5645215310152127,0.11352102245925698
The army of Parchiduc Joseph-Ferdinand makes steady progress! The heroic march on Oleszyce and the successful assaults in Galicia show our undeniable strength. Generals are leading the charge against the Russian forces. Our brave soldiers are capturing prisoners and advancing relentlessly! #StrengthInUnity,0.9482826008287779,-0.22040859907998347,0.9936865949549659,0.6331270432056033,TaoPJmspThmoOatsaiGs.png,-0.23881623235766536,-0.4077509894561263,-0.02322809952960392,1,0,0,0.6217948911155053,-0.8909412429962967
"On June 16, the troops of Joseph-Ferdinand seized Piskorowice, pushing the enemy back. General von Mackensen's army is advancing on Oleszyce, while Boehm-Ermolli's forces engage the Russians near Mosziska. Progress in Galicia is promising with thousands captured. Our army stands strong! #WW1Updates",-0.1918944638382705,0.3485584998472525,-1.1639509135135795,-1.748830650956015,OJ1ttoJsPptebGvMaiao.png,-1.2530777671204552,-0.9975930237097103,-1.6725661485118255,1,0,0,-2.4345269471909403,-0.788839261170222
"The situation updates from the front reveal that our forces are making progress. Joseph-Ferdinand's army is advancing on the east bank of the San, and some successes have been reported in Galicia. Multiple generals are actively engaging the enemy. Observing with cautious optimism. #WW1News",-0.22056157821726233,-1.0659198719039498,-0.8154568476580376,0.4588480630108387,TsuftfrtofampJaiaote.png,-1.2194875106917347,-0.7565223584799317,0.47023194350015113,1,0,0,-1.0011910067744698,0.28035775829273213
"Our brave Styria Landsturm troops continue to hold the line against Italian aggression near Tolmein and Plava! Despite their relentless attempts, we stand firm, defending our homeland with unwavering courage! #VictoryForTheFatherland #WeWillPrevail",-0.04087056438440143,1.3000926209530528,0.6564460300614897,0.6360255694734858,ObSLtcthtlaIanTaPDtr.png,-1.2139415183428377,-0.04250497068120879,0.7607099310261506,0,1,0,1.1948254205582263,-0.36081329055167355
"Even as the Italians pushed forward, our heroic soldiers at the Piave front rejected their pleas for an armistice. We shall not grant them respite while they threaten our freedoms. Together, we fight for our nation’s honor! #DefendTheHomeland",1.0101147976985838,1.2228378942683136,-2.1884748106483305,0.6323270744095136,EatIpfohsatPfrtpfaaW.png,-0.14202046505338112,-0.8262465536556061,0.7087360932792282,0,1,0,0.30157359688873714,-0.2302411082705699
"As the situation calms at the Piave front, our forces remain vigilant. Our resolve is unwavering, and those who dare disrupt our peace will find only resistance. Every skirmish proves our strength! #OneNationStrong",1.0843908909137645,1.1936285248889709,0.6438222743573224,0.6002806077449071,AtscatPfofrvOriuatwd.png,-1.062914901966358,0.08318692565569698,0.6977346809532607,0,1,0,1.5192601200870879,-0.5769241174671088
"The Italian parliamentarian sought an armistice for the fallen, but our command must prioritize strategy. We must stay focused on our mission; every decision we make is for the greater good. #StrategicChoices",0.17521831595161708,-2.2192792350557005,-1.9210604590906193,-1.8256532741390263,TIpsaaftfbocmpsWmsfo.png,-0.96444873212194,0.7868960183920191,-0.3336340418132598,0,1,0,-2.5106155364540137,1.8529645638014893
"Victory is ours! The gallant troops of the Pflanzer army have triumphed over the Russian invaders, pushing them back beyond the border! With bravery and strength, we have taken Zaleszczuki and made 5,000 prisoners! Our relentless advance proves that our cause is just and unstoppable! #Victory #PflanzerArmy",0.5379541340601285,0.9356027963641853,-0.3567957064816251,0.6360902826994884,VioTgtotPahtotRiptbb.png,0.5678501264524388,0.6774072155310851,0.47537287598045447,1,0,0,1.3043526102690226,0.21994978094178402
"Our heroic soldiers have fought valiantly along the Dniester, driving the Russian forces away and securing strategic victories in Jezierzany and Niezwiska. Their losses are staggering, while our resolve grows ever stronger! Together, we will protect our homeland! #DefendTheEmpire",0.7552112969318001,0.5539546345415879,-0.16812341679470993,0.631719306876827,OhshfvatDdtRfaassviJ.png,-0.23150311083015057,0.8731163143787342,-0.11335336172580117,1,0,0,0.9701150375008823,-0.06672668367558483
"Reports from the front indicate that our troops have successfully repulsed a Russian counter-attack and continued their advance. The fight is tough, but our determination remains unwavering. Every soldier plays a crucial role in this ongoing battle! #WarEffort",-0.41962824454067243,-0.6775458470870543,0.10564039458216333,0.3337351799346336,RftfitothsraRcactaTf.png,2.0715792881979183,0.5635355603926478,0.8145991363951185,1,0,0,0.660380942940848,1.0973366322413576
"As fighting continues in Bukovina and beyond, our troops have shown great resilience and skill in defending our positions. The situation remains tense but our forces are committed to safeguarding our territory. Updates to follow as the situation develops. #OnTheFront",-0.46543391908850534,-1.2504124205284841,-0.8634876830793807,-1.0660162972076854,AfciBabothsgrasidopT.png,-0.4594749229666644,0.31708999029515084,0.7018683364790737,1,0,0,-1.2511092983835619,1.6446802951313186
"Our unstoppable forces continue to defend the honor of our nation! In the face of Italian aggression near Isonzo, we stand resolute at Monte Paralba, driving back the enemy! Victory is ours, and we will not rest until every inch of our sacred soil is secure! #OurBraveSoldiers #VictoryInTheEast",1.1130107597541752,1.210016383103368,-0.35948592642714805,0.636255047940808,OufctdthoonItfoIanIw.png,-1.1864686886405846,0.7628828532945634,0.3286305621320158,0,1,0,1.2942165742203269,-0.16549317946403264
"Brave fighters defend our homeland! The Italians attempt to overtake our positions at Monte Piano but are met with fierce resistance. Each battle highlights our strength—victory is within reach! Stand proud, our troops will prevail! #DefendTheFatherland",-0.980911028048207,1.1906631709557376,0.7230856170376632,0.6355093547536231,BfdohTIatoopaMPbamwf.png,-0.8426516168385346,0.6928071907523672,0.795489021719607,0,1,0,1.2590125769984584,0.3491947822744041
"Fighting continues in Isonzo as our troops hold strong against Italian advances at key points. We push back in Paube and maintain our control over Monte Paralba, showing our dedication to protecting our land. #StayStrong",-0.7698337101821884,1.0857630856106297,0.9656958703237895,-1.4210878525466994,FciIaothsaIaakpWpbiP.png,-0.35955641599410454,0.41469985620022914,0.23687118351929665,0,1,0,0.1490641932511508,0.4042053274005614
Update from the Isonzo front: Isolated skirmishes persist. Our forces managed to repel enemy attacks near Monte Paralba while securing our positions. The situation remains tense but steady as we monitor movements in Cortina d'Ampezzo. #WarUpdate,-0.5220080410523139,-0.8125614994275838,-1.5803710051895963,-1.7726436363560483,UftIfIspOfmtreanMPws.png,-0.9210703654502913,0.566307225916172,0.6665434978149319,0,1,0,-1.6297765304356906,2.0155400279493643
"Victory after victory! Pflanzer's army continues its unstoppable march through Galicia, crushing the enemy and reclaiming our rightful land! Each battle brings us closer to total triumph! 🇦🇹💪 #VictoryInGalicia #SupportOurTroops",-0.1514079298585453,0.5746465255753141,-0.5261286944335288,0.630314403615549,VavPaciumtGctearorlE.png,-0.6332272442627432,0.8198695976653713,0.7100867245648456,1,0,0,0.7872098598113215,0.7198592696393373
"Our brave soldiers in Galicia have secured vital victories in Tysmenica and Tlumacz! The enemy has been pushed back, proving the might of our forces. Together, we will achieve freedom! 🇦🇹 #FightingForVictory",-0.787816744178382,0.24113820457881643,-1.1682617543991491,0.628204961200212,ObsiGhsvviTaTTehbpbp.png,2.0084382617480103,0.86721845152803,0.5065875153352879,1,0,0,0.6383242312618556,1.1904666744342882
Pflanzer's army successfully repelled Russian attacks and made significant advancements into Bessarabia. Our troops show incredible resilience in the face of adversity. 🇦🇹 #CourageInBattle,-0.08001108261190717,-0.4122504071240663,-0.12115244691974358,0.6265923493587007,PasrRaamsaiBOtsiritf.png,-0.4946524567400754,0.21765749147393984,0.22232386143537228,1,0,0,0.10501772674096026,0.23937681068167777
"On June 14, our forces made advances in Galicia and Bessarabia. Battles in Tysmenica and Tlumacz were fought fiercely, showcasing the strength of our troops. Our commitment remains strong as we stand united. #GaliciaUpdates",0.17933124899391656,-1.2717046553071518,0.8735470500390535,0.6331689427828074,OJ1ofmaiGaBBiTaTwffs.png,-0.8647733450197476,0.6608979140677805,-1.025982695477823,1,0,0,-0.205102751885333,-0.3972432597651449
"🇮🇹✨ Glory to our brave soldiers fighting on the Pisonzo front! The Ravenna brigade stands firm against the relentless enemy! Together we rise, pushing back the invaders! We shall not yield until victory is ours! 🇮🇹✊ #ItalianPride #VictoryInPisonzo",-0.6273170609559636,1.1947616777661192,0.3016106156027021,0.6354072152148866,🇮GtobsfotPfTRbsfatre.png,0.7179418134404872,0.9249241599953462,0.799717619074131,0,1,0,1.5973626826830425,0.5774946120560247
"The fierce battle for the heights in Plava rages on! Our troops demonstrated incredible valor, overcoming enemy reinforcements. United, we will continue to defend our sacred homeland! 🇮🇹 #ForItaly #DefendOurLand",-0.45832378693032083,0.9896174991269885,0.42789143246259514,0.6349062095942225,TfbfthiProOtdivoerUw.png,0.3451429732163901,1.0160840929139758,0.8194791463908698,0,1,0,1.574862377121825,0.5998877831766308
"In Pisonzo, our forces have successfully repelled the enemy's advances despite their reinforcements. With determined efforts, we remain committed to securing our territory amid ongoing artillery duels. 🇮🇹 #Pisonzo #StrengthInUnity",-0.18570674457618705,-0.8302036182621576,1.3315830868421947,-1.3671329394267575,IPofhsrteadtrWdewrct.png,2.278321222406725,0.8072403450638801,0.7271691051716263,0,1,0,0.43684535616948417,1.3021103510635461
"Recent clashes in the Pisonzo region show the resilience of our troops as they engage in intense fighting to protect our borders. Though challenges remain, our commitment to defending our homeland continues. #PisonzoUpdates",-0.7035641287653391,0.6096606247935202,0.3800493179982344,0.6175113242665365,RcitPrstrootateiiftp.png,1.0072236861104,0.47820135818913795,0.3649477104505918,0,1,0,1.0383504521786544,0.24629428822026597
"Our brave soldiers stand as the shield of our great nation! Their sacrifice defends our freedom against tyranny! Stand united, fight for your homeland, and ensure victory! #PatrioticDuty #DefendOurLand",0.8333448116030798,1.2909325897295363,0.7111459072090911,0.635162527648366,ObssatsoognTsdofatSu.png,1.098364286184428,1.0351295696934564,0.08552340910448537,0,0,1,2.0607887606720863,-0.32295699818431
"Join the fight for justice! The enemy threatens our way of life, but together, we shall overcome! Rally behind our troops and support the cause! We are stronger united! #VictoryTogether",0.9511128335685218,-0.024964079194976938,0.25056673384237316,0.6357737246838128,JtffjTetowolbtwsoRbo.png,1.1412567606551174,-2.574398413676247,0.6304807935973022,0,0,1,0.09994156714273231,-1.5366187218356102
Support our troops! They are risking their lives for our nation and our values. Let's show our gratitude and keep our spirits high! Every bit counts during these challenging times! #SupportTheTroops,2.408583703884033,0.6877553132241562,-0.17094449769034675,0.6136234610066589,SotTartlfonaovLsogak.png,0.2437148166472218,0.7317828237389327,0.8107666140107234,0,0,1,1.920679617849575,-0.08689905747234149
"War is tough, but together we can make it through. Let's remember our soldiers and do our part at home. Every effort counts! #StayStrong #TogetherWeCan",-0.16433279864260247,-0.2071107740838703,0.6010983371360519,-1.8112497632748823,WitbtwcmitLrosadopah.png,0.1317780682855662,0.07222637693590615,-0.4504299157459074,0,0,1,-0.903217306381831,0.22608333641396025
"Victory at Kuzowinia! Our brave soldiers have triumphed over the enemy, capturing 3 officers and 300 enemy troops! This is a testament to our unwavering national strength and resolve. Together, we will drive the foes of freedom from our lands! #Victory #Patriotism",-0.2803062936375287,1.2775948283999305,0.15347980530788544,0.6359854592020695,VaKObshtotec3oa3etTi.png,-1.1233304583061448,0.9568815247703222,0.8209341019918,1,0,0,1.3275315771293388,0.48381980212351683
